network,park,transect_id,lat,long
nccn,MORA,Antler Peak_M-AP90,46.92408494,-121.6314821
nccn,MORA,Crystal Ridge_M-CR03,46.91788394,-121.5130431
nccn,MORA,Crystal Ridge_M-CR04,46.91906193,-121.5137071
nccn,MORA,Crystal Ridge_M-CR05,46.91850294,-121.5087581
nccn,MORA,Crystal Ridge_M-CR36,46.92142796,-121.5091222
nccn,MORA,Crystal Ridge_M-CR38,46.91654594,-121.5077871
nccn,MORA,Fryingpan_M-FP02,46.8663992,-121.6490501
nccn,MORA,Fryingpan_M-FP05,46.86495994,-121.6466311
nccn,MORA,Fryingpan_M-FP56,46.86594785,-121.6466471
nccn,MORA,Glacier Basin_M-GL04,46.89258791,-121.7062572
nccn,MORA,Glacier Basin_M-GL25,46.89119595,-121.7028052
nccn,MORA,Glacier Basin_M-GL53,46.89244794,-121.7054871
nccn,MORA,Glacier Basin_M-GL90,46.89310847,-121.7064837
nccn,MORA,Glacier Basin_M-GL94,46.89090893,-121.7036481
nccn,MORA,Mystic Lake_M-ML13,46.91309794,-121.7669861
nccn,MORA,Mystic Lake_M-ML25,46.91507794,-121.7660871
nccn,MORA,Mystic Lake_M-ML82,46.91491594,-121.7669311
nccn,MORA,The Palisades_M-PA23,46.95368694,-121.5967741
nccn,MORA,The Palisades_M-PA74,46.95113694,-121.5973071
nccn,MORA,Sunrise Campground_M-SG02,46.91195083,-121.6636466
nccn,MORA,Sunrise Campground_M-SG04,46.91146562,-121.6598923
nccn,MORA,Sunrise Campground_M-SG05,46.91139085,-121.6617111
nccn,MORA,Sunrise Campground_M-SG06,46.91281454,-121.6612718
nccn,MORA,Sunrise Campground_M-SG08,46.91447381,-121.6636879
nccn,MORA,Skyscraper_M-SS01,46.92226414,-121.6937892
nccn,MORA,Skyscraper_M-SS18,46.91520655,-121.6854922
nccn,NOCA_LACH,Rainbow Creek_N-0003,48.40012355,-120.6742288
nccn,NOCA_LACH,Fourmile Creek_N-0010,48.31858058,-120.587279
nccn,NOCA_LACH,Fourmile Creek_N-0014,48.31879223,-120.6037333
nccn,NOCA_LACH,Boulder Creek_N-0038,48.37155712,-120.5873157
nccn,NOCA_LACH,Upper Bridge Creek_N-0045,48.47781154,-120.7611035
nccn,NOCA_LACH,Fourmile Creek_N-0070,48.29967661,-120.5535827
nccn,NOCA_LACH,Boulder Creek_N-0074,48.35672976,-120.5778387
nccn,NOCA_LACH,Junction Creek_N-0076,48.43904481,-120.8442085
nccn,NOCA_LACH,Rainbow Creek_N-0078N,48.38587518,-120.6657129
nccn,NOCA_LACH,Rainbow Creek_N-0094,48.40130039,-120.7018117
nccn,NOCA_LACH,Rainbow Creek_N-0126,48.41711166,-120.6726694
nccn,NOCA_LACH,Fourmile Creek_N-0134,48.30974639,-120.5596517
nccn,NOCA_LACH,Rainbow Creek_N-0142,48.38755037,-120.6648201
nccn,NOCA_LACH,Upper Bridge Creek_N-0194,48.45060599,-120.742369
nccn,NOCA_LACH,North Fork Bridge Creek_N-0204,48.45144027,-120.8876162
nccn,NOCA_LACH,Boulder Creek_N-0230,48.38179491,-120.595164
nccn,NOCA_LACH,Upper Bridge Creek_N-0274,48.42719453,-120.7357433
nccn,NOCA_LACH,Dee Dee Lake_N-DD01,48.41526528,-120.6520833
nccn,NOCA_LACH,Dee Dee Lake_N-DD03,48.42093769,-120.6537787
nccn,NOCA_LACH,Dee Dee Lake_N-DD04,48.40524749,-120.6452932
nccn,NOCA_LACH,Dee Dee Lake_N-DD05,48.40925175,-120.6488282
nccn,NOCA_LACH,Dee Dee Lake_N-DD06,48.41686069,-120.6516849
nccn,NOCA_LACH,Dee Dee Lake_N-DD07,48.41378951,-120.6500941
nccn,NOCA_LACH,Dee Dee Lake_N-DD34,48.40417227,-120.6456508
nccn,NOCA_LACH,Juanita Lake_N-JL02,48.32175665,-120.5977388
nccn,NOCA_LACH,Juanita Lake_N-JL04,48.30829877,-120.5621803
nccn,NOCA_LACH,Juanita Lake_N-JL07,48.31400738,-120.5650807
nccn,NOCA_LACH,Juanita Lake_N-JL22,48.30465065,-120.5625227
nccn,NOCA_LACH,Juanita Lake_N-JL24,48.29496368,-120.5537669
nccn,NOCA_LACH,Juanita Lake_N-JL61,48.31452023,-120.5634006
nccn,NOCA_LACH,Juanita Lake_N-JL79,48.29268331,-120.5504013
nccn,NOCA_LACH,Rainbow Lakes_N-RL18,48.40498534,-120.7353499
nccn,NOCA_LACH,Rainbow Lakes_N-RL23,48.40604996,-120.737789
nccn,NOCA_LACH,Rainbow Lakes_N-RL43,48.4075267,-120.7428857
nccn,NOCA_LACH,Rainbow Lakes_N-RL48,48.40654048,-120.7384835
nccn,NOCA_LACH,Rainbow Lakes_N-RL76,48.39911199,-120.7344885
nccn,NOCA_LACH,Rainbow Lakes_N-RL85,48.40859277,-120.7467846
nccn,NOCA_LACH,Rainbow Lakes_N-RL90,48.40146384,-120.7333443
nccn,NOCA_LACH,Rainbow Ridge_N-RR02,48.41625255,-120.6840902
nccn,NOCA_LACH,Rainbow Ridge_N-RR03,48.41952742,-120.6752381
nccn,NOCA_LACH,Rainbow Ridge_N-RR06,48.41895276,-120.6808322
nccn,NOCA_LACH,Rainbow Ridge_N-RR07,48.42286886,-120.668557
nccn,NOCA_LACH,Rainbow Ridge_N-RR38,48.42286066,-120.6673033
nccn,NOCA_LACH,Rainbow Ridge_N-RR77,48.42144576,-120.6786923
nccn,NOCA_LACH,Rainbow Ridge_N-RR83,48.41745614,-120.6797368
nccn,NOCA_LACH,Stiletto_N-ST01,48.47503488,-120.6454539
nccn,NOCA_LACH,Stiletto_N-ST02,48.47295528,-120.641822
nccn,NOCA_LACH,Stiletto_N-ST05,48.46926786,-120.6349373
nccn,NOCA_LACH,Stiletto_N-ST07,48.46963226,-120.6382217
nccn,NOCA_LACH,Stiletto_N-ST32,48.47199709,-120.6384196
nccn,NOCA_LACH,Stiletto_N-ST36,48.47125987,-120.6396538
nccn,NOCA_LACH,Stiletto_N-ST37,48.4704597,-120.6360295
blm_mt,BLM_MT,Mulkey_Gulch,46.74545,-113.26405
blm_mt,BLM_MT,Quiggs_West_WSA,46.393749,-113.622265
blm_mt,BLM_MT,Devil_Mountain,46.74864,-112.89506
blm_mt,BLM_MT,Marshall_Grade,46.39285,-113.45061
glac,CAN,JA-03-050,53.33637044,-120.1328804
glac,CAN,JA-03-051,53.33363393,-120.1290231
glac,CAN,BN-03-008,51.26641155,-116.0832262
glac,CAN,BN-03-009,51.19301565,-115.6121111
glac,CAN,BN-03-010,51.1935513,-115.6125387
glac,CAN,BN-03-011,51.14664072,-115.5807191
glac,CAN,BN-03-012,51.14723629,-115.5808867
glac,CAN,BN-03-019,52.17669006,-117.082905
glac,CAN,BN-03-020,52.17657315,-117.0829487
glac,CAN,BN-03-021,52.03432317,-116.5042851
glac,CAN,BN-03-022,51.63086776,-116.1183037
glac,CAN,BN-03-023,51.62681192,-116.1039786
glac,CAN,BN-03-024,51.62675269,-116.1032863
glac,CAN,BN-04-001,50.19133242,-114.5290107
glac,CAN,BN-04-002,50.19231575,-114.5287217
glac,CAN,BN-04-003,50.20586323,-114.5675179
glac,CAN,BN-04-004,50.21435972,-114.5677586
glac,CAN,BN-04-005,50.94532592,-115.3458518
glac,CAN,BN-04-010,51.30010257,-115.9430704
glac,CAN,BN-04-011,51.30081547,-115.9423512
glac,CAN,BN-04-017,51.92528296,-116.753537
glac,CAN,BN-04-018,51.92359632,-116.7553058
glac,CAN,BN-04-019,52.08748688,-116.9216692
glac,CAN,BN-04-020,52.08755822,-116.9207934
glac,CAN,BN-04-021,51.61428353,-116.3098799
glac,CAN,BN-04-022,51.61452848,-116.3087207
glac,CAN,BN-04-023,51.68104517,-116.4787757
glac,CAN,BN-04-024,51.68063839,-116.4782886
glac,CAN,BN-04-025,51.0303194,-115.7544268
glac,CAN,BN-04-032,52.20039985,-117.1309859
glac,CAN,BN-04-033,52.2183265,-117.1316095
glac,CAN,BN-04-034,52.19822314,-117.1146364
glac,CAN,GL-04-028,51.43204759,-117.4421305
glac,CAN,GL-04-029,51.43180664,-117.4392512
glac,CAN,JA-03-027,52.98205513,-118.1138568
glac,CAN,JA-03-028,52.98283087,-118.1164537
glac,CAN,JA-03-029,52.46358092,-117.4218938
glac,CAN,JA-03-030,52.46565188,-117.421001
glac,CAN,JA-03-031,52.67235057,-118.1055197
glac,CAN,JA-03-032,52.67267819,-118.1079831
glac,CAN,JA-03-033,52.93550893,-118.3173596
glac,CAN,JA-03-034,52.60474438,-117.9249003
glac,CAN,JA-03-035,52.93407364,-117.9528257
glac,CAN,JA-03-036,52.75093526,-118.1462087
glac,CAN,JA-03-037,52.75206538,-118.1436899
glac,CAN,JA-03-038,53.03241556,-118.1572679
glac,CAN,JA-03-039,53.0339594,-118.1482419
glac,CAN,JA-03-040,53.15983047,-119.1605702
glac,CAN,JA-03-041,53.16397742,-119.1644139
glac,CAN,JA-03-042,53.18582826,-119.0928295
glac,CAN,JA-03-043,53.18168765,-119.0936156
glac,CAN,JA-03-044,52.69247572,-117.5594808
glac,CAN,JA-03-045,53.14964123,-118.7335716
glac,CAN,JA-03-046,53.14917583,-118.732192
glac,CAN,JA-03-047,53.14881019,-118.7332241
glac,CAN,JA-03-048,52.85380533,-119.2046468
glac,CAN,JA-03-049,52.8546532,-119.2025656
glac,CAN,JA-03-052,52.6381393,-117.9357275
glac,CAN,JA-04-030,52.69903187,-118.0664885
glac,CAN,JA-04-031,52.6986019,-118.0663152
glac,CAN,KO-03-001,50.69558066,-115.9838033
glac,CAN,KO-03-002,50.694025,-115.9838228
glac,CAN,KO-03-003,50.84001248,-116.1118889
glac,CAN,KO-03-004,51.19533593,-116.0561142
glac,CAN,KO-03-005,51.19601647,-116.0557568
glac,CAN,KO-03-006,51.19490042,-116.0545202
glac,CAN,KO-03-007,50.69101578,-115.949725
glac,CAN,KO-03-025,49.86629445,-115.4135894
glac,CAN,KO-03-026,49.86717373,-115.4121133
glac,CAN,KO-04-006,50.70879292,-115.8304415
glac,CAN,KO-04-007,50.70721319,-115.8307499
glac,CAN,KO-04-008,50.62841749,-115.9703494
glac,CAN,KO-04-009,50.62494133,-115.9687995
glac,CAN,WL-03-001,49.14694541,-114.0332044
glac,CAN,WL-03-002,49.14801336,-114.0337989
glac,CAN,WL-03-003,NA,NA
glac,CAN,WL-03-003a,49.37960314,-114.5355354
glac,CAN,WL-03-003b,49.37961366,-114.5347632
glac,CAN,WL-03-004,NA,NA
glac,CAN,WL-03-004a,49.00542419,-114.0372382
glac,CAN,WL-03-004b,49.00501488,-114.0367154
glac,CAN,WL-03-004c,49.00514233,-114.0374737
glac,CAN,WL-03-005,49.02200373,-114.0830131
glac,CAN,WL-03-006,NA,NA
glac,CAN,WL-03-006a,49.10948005,-114.1458307
glac,CAN,WL-03-006b,49.11050563,-114.1451003
glac,CAN,WL-03-007,49.06637877,-114.0923132
glac,CAN,WL-03-008,49.06105838,-114.089338
glac,CAN,WL-03-009,49.0807936,-114.1217816
glac,CAN,WL-03-010,49.09392022,-114.130804
glac,CAN,WL-03-011,49.01367228,-114.0638722
glac,CAN,WL-03-012,49.11302639,-114.2013393
glac,CAN,WL-03-013,49.06568572,-114.1862421
glac,CAN,WL-03-014,49.16639796,-114.3169392
glac,CAN,WL-03-015,49.12478339,-114.1919997
glac,CAN,WL-03-018,NA,NA
glac,CAN,WL-03-018a,49.11713331,-114.1438835
glac,CAN,WL-03-018b,49.1158294,-114.1442737
glac,CAN,WL-03-019,49.10239608,-114.126492
glac,CAN,WL-03-020,49.09252119,-114.1324328
glac,CAN,WL-03-021,50.51135195,-114.9777938
glac,CAN,WL-03-022,50.16058402,-114.8333094
glac,CAN,WL-03-023,50.1626335,-114.8390278
glac,CAN,WL-03-024,50.09015606,-114.9966845
glac,CAN,WL-03-025,49.80601461,-114.7232428
glac,CAN,WL-03-026,49.80256023,-114.7232381
glac,CAN,WL-03-027,49.83557436,-114.7296847
glac,CAN,WL-03-028,49.15920357,-114.1398993
glac,CAN,WL-03-029,49.332801,-114.3061379
glac,CAN,WL-03-030,50.2194593,-114.5570124
glac,CAN,WL-03-031,50.08135413,-114.5909663
glac,CAN,WL-03-032,49.75937028,-114.5085955
glac,CAN,YO-03-013,51.25028513,-116.631287
glac,CAN,YO-03-014,51.25162044,-116.6327092
glac,CAN,YO-03-015,51.64843597,-116.7011725
glac,CAN,YO-03-016,51.66207049,-116.6954876
glac,CAN,YO-03-017,51.44910887,-116.3682235
glac,CAN,YO-03-018,51.44991026,-116.3684283
glac,CAN,YO-04-012,51.29054529,-116.3924299
glac,CAN,YO-04-013,51.29022775,-116.3918892
glac,CAN,YO-04-014,51.28994566,-116.3912475
glac,CAN,YO-04-015,51.13597379,-116.4537631
glac,CAN,YO-04-016,51.13686779,-116.4545673
glac,CAN,YO-04-026,51.53236501,-116.5290461
glac,CAN,YO-04-027,51.53133031,-116.5266492
glac,CAN,WL-03-016,49.03427554,-113.8504767
glac,CAN,WL-03-017,49.0353068,-113.8538883
